196;1
196;1
191;1
196;1
196;1
196;1
196;1
1;3
196;4
227;8
227;8
254;14
254;14
254;14
323;16
283;16
283;16
283;16
283;16
283;16
283;16
125;16
196;16
324;16
320;16
325;16
207;16
196;16
316;16
326;16
327;16
328;16
329;16
329;16
196;16
196;16
330;16
196;16
196;16
196;16
196;19
196;19
196;22
196;22
196;22
340;23
326;23
326;23
326;23
196;23
196;23
196;23
344;24
344;24
344;24
344;24
327;28
196;28
196;28
328;31
196;31
196;31
370;42
370;42
196;42
196;42
340;42
196;42
371;42
196;42
372;42
196;42
196;43
196;43
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
196;45
401;45
372;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
324;45
196;45
324;45
196;45
196;45
324;45
196;45
324;45
324;45
324;45
324;45
324;45
324;45
402;45
324;45
324;45
324;45
196;45
403;45
403;45
324;45
196;76
400;76
421;76
327;76
422;76
301;76
163;78
420;79
420;79
196;79
400;79
400;79
400;79
478;79
478;79
340;79
478;79
478;79
421;79
421;79
421;79
324;79
196;117
357;117
196;117
196;117
327;127
196;127
196;127
543;127
547;128
196;141
196;141
196;141
196;146
556;146
340;146
196;146
568;147
327;148
327;149
574;149
196;149
196;149
196;149
401;149
340;149
372;149
196;149
196;149
575;149
196;149
576;149
196;150
584;150
196;150
478;154
590;154
591;154
324;154
592;154
324;154
604;155
195;155
196;155
196;155
605;155
606;155
607;155
196;155
196;155
604;156
195;156
196;156
608;156
316;156
196;156
163;156
196;156
196;156
330;156
196;157
196;158
196;158
196;158
196;158
196;158
196;158
196;158
196;158
196;158
196;158
196;158
196;158
196;158
196;158
316;158
327;158
316;158
196;158
196;158
196;158
196;158
196;158
621;158
196;158
196;158
196;162
196;162
196;163
196;164
196;164
196;164
196;164
196;164
196;164
624;167
633;168
478;168
478;168
478;168
163;174
196;176
196;176
196;176
304;177
949;180
196;180
196;180
188;180
196;180
196;180
196;180
196;180
196;180
196;180
196;180
420;183
420;183
420;183
324;183
420;183
420;183
196;183
196;183
400;183
400;183
400;183
400;183
400;183
400;183
400;183
400;183
478;183
478;183
478;183
301;183
324;183
125;183
196;184
191;184
191;184
196;184
196;185
196;186
196;186
983;188
984;188
196;188
995;189
996;189
996;189
997;189
998;189
998;189
999;189
999;189
999;189
999;189
1000;189
1001;189
191;189
1001;189
1001;189
1001;189
163;189
163;189
324;189
324;189
1002;189
1002;189
1001;189
1001;189
1001;189
1001;189
196;189
196;189
196;189
196;189
196;189
196;189
196;189
948;191
196;191
371;191
340;191
403;191
196;191
1020;191
196;191
301;191
301;191
301;191
301;191
1021;191
1021;191
196;191
196;191
301;193
196;193
196;193
1033;200
196;200
196;200
196;200
1059;204
316;204
301;205
196;205
301;205
393;207
1078;207
195;207
1021;207
576;207
1091;209
191;209
1092;209
196;209
196;209
196;209
196;209
196;209
316;209
196;209
196;209
196;209
196;209
196;209
196;209
196;209
196;209
196;209
196;209
196;209
1093;209
196;209
1094;209
196;209
196;209
196;209
196;209
196;209
196;209
196;209
196;209
403;209
576;209
196;209
196;209
1097;212
301;212
403;212
403;212
196;212
301;212
301;212
196;212
196;213
301;213
576;214
196;214
125;214
125;214
125;214
403;214
403;214
403;214
191;214
125;214
125;214
125;214
125;214
125;214
125;214
403;214
125;214
125;214
125;214
125;214
125;214
125;214
125;214
125;214
125;214
125;214
125;214
125;214
125;214
191;214
125;214
125;214
125;214
125;214
125;214
191;214
125;214
125;214
196;214
125;214
125;214
125;214
125;214
191;214
301;214
301;214
191;214
403;214
301;214
196;214
196;214
196;214
196;214
196;214
196;214
125;214
327;215
327;215
301;215
301;215
1017;215
301;215
1017;215
1017;215
163;215
1416;215
1416;215
1416;215
1416;215
1416;215
1416;215
125;215
1419;215
327;215
191;215
1420;215
574;215
574;215
1421;215
1421;215
574;215
574;215
309;215
191;215
574;215
401;215
401;215
401;215
1420;215
327;215
195;215
195;215
195;215
195;215
195;215
195;215
195;215
195;215
195;215
195;215
195;215
195;215
327;215
327;215
327;215
327;215
983;215
983;215
301;215
301;215
183;215
316;215
196;215
196;215
574;215
1422;215
1422;215
1404;215
1404;215
207;215
195;215
195;215
195;215
195;215
574;215
301;215
301;215
301;215
196;215
301;215
301;215
301;215
301;215
301;215
301;215
301;215
301;215
191;215
574;215
327;215
1416;215
301;215
1026;215
309;215
125;215
125;215
403;215
1026;215
1026;215
301;215
327;215
327;215
195;215
1407;215
1407;215
1181;215
449;215
196;215
196;215
183;215
183;215
183;215
183;215
183;215
183;215
183;215
1026;215
191;215
1407;215
191;215
191;215
574;215
574;215
574;215
1423;215
1423;215
1423;215
1423;215
1424;215
1424;215
1407;215
574;215
574;215
125;215
125;215
125;215
163;215
191;215
125;215
125;215
125;215
125;215
191;215
574;215
574;215
574;215
125;215
125;215
574;215
403;215
1423;215
1423;215
1423;215
191;215
196;215
196;215
316;215
316;215
316;215
191;215
196;215
1419;215
1419;215
316;215
316;215
1423;215
1423;215
1423;215
191;215
191;215
191;215
327;215
196;215
191;215
191;215
191;215
196;215
196;215
195;215
195;215
195;215
195;215
195;215
191;215
195;215
195;215
191;215
195;215
195;215
191;215
191;215
191;215
196;215
191;215
196;215
194;215
195;215
195;215
195;215
195;215
195;215
195;215
196;215
196;215
196;215
191;215
196;215
327;215
196;215
403;215
1425;215
403;215
125;215
125;215
125;215
168;215
1425;215
125;215
125;215
125;215
125;215
125;215
196;215
316;215
125;215
403;215
403;215
168;215
125;215
191;215
191;215
1407;215
1407;215
1425;215
191;215
1425;215
1426;215
401;215
401;215
401;215
196;215
316;215
401;215
401;215
125;215
324;215
316;215
196;215
191;215
446;215
195;215
401;215
207;215
207;215
207;215
207;215
930;215
403;215
324;215
324;215
196;215
196;215
196;215
191;215
207;215
207;215
403;215
401;215
196;215
324;215
316;215
316;215
196;215
196;215
191;215
196;215
125;215
196;215
191;215
125;215
125;215
125;215
196;215
196;215
196;215
196;215
196;215
125;215
196;215
327;215
1427;215
1427;215
163;215
403;215
125;215
1427;215
125;215
125;215
1427;215
324;215
324;215
403;215
191;215
191;215
324;215
930;215
191;215
324;215
196;215
196;215
196;215
324;215
324;215
930;215
930;215
930;215
403;215
324;215
324;215
196;215
196;215
1407;215
196;215
196;215
196;215
191;215
324;215
196;215
196;215
196;215
196;215
324;215
196;215
196;215
324;215
403;215
403;215
403;215
576;215
576;215
930;215
195;215
324;215
324;215
125;215
125;215
403;215
576;215
576;215
576;215
576;215
191;215
324;215
196;215
