Vertex Id	Closeness centrality as fraction	Closeness centrality
64091	51931/269401	0,19276
64092	51931/268375	0,19350
64093	51931/269802	0,19248
64094	51931/268218	0,19361
64095	51931/269525	0,19268
64096	51931/268377	0,19350
64097	51931/270945	0,19167
64098	51931/272924	0,19028
64099	51931/269396	0,19277
64100	51931/270060	0,19229
64101	51931/271259	0,19144
64102	51931/269446	0,19273
64103	51931/269479	0,19271
64104	51931/269539	0,19267
64105	51931/268209	0,19362
64106	51931/268556	0,19337
64107	51931/268207	0,19362
64108	51931/270853	0,19173
64109	51931/270967	0,19165
64110	51931/270893	0,19170
64111	51931/269456	0,19273
64112	51931/270944	0,19167
64113	51931/269817	0,19247
64114	51931/271868	0,19102
64115	51931/269910	0,19240
64116	51931/269581	0,19264
64117	51931/267453	0,19417
64118	51931/270191	0,19220
64119	51931/271605	0,19120
64120	51931/269899	0,19241
64121	51931/271616	0,19119
64122	51931/270159	0,19222
64123	51931/270054	0,19230
64124	51931/271152	0,19152
64125	51931/271617	0,19119
64126	51931/277472	0,18716
64127	51931/270002	0,19234
64128	51931/271617	0,19119
64129	51931/270313	0,19211
64130	51931/271946	0,19096
64131	51931/278585	0,18641
64132	51931/271375	0,19136
64133	51931/270002	0,19234
64134	51931/271213	0,19148
64135	51931/271615	0,19119
64136	51931/271392	0,19135
64137	51931/270025	0,19232
64138	51931/271385	0,19136
64139	51931/320444	0,16206
64140	51931/278266	0,18662
64141	51931/277706	0,18700
64142	51931/278585	0,18641
64143	51931/271344	0,19138
64144	51931/277922	0,18685
64145	51931/278471	0,18649
64146	51931/269982	0,19235
64147	51931/270087	0,19228
64148	51931/270311	0,19212
64149	51931/271899	0,19099
64150	51931/277705	0,18700
64151	51931/271396	0,19135
64152	51931/270192	0,19220
64153	51931/270024	0,19232
64154	51931/269900	0,19241
64155	51931/269987	0,19235
64156	51931/269976	0,19235
64157	51931/270087	0,19228
64158	51931/269957	0,19237
64159	51931/270373	0,19207
64160	51931/271889	0,19100
64161	51931/271385	0,19136
64162	51931/270019	0,19232
64163	51931/272150	0,19082
64164	51931/271374	0,19136
64165	51931/271605	0,19120
64166	51931/278028	0,18678
64167	51931/270057	0,19230
64168	51931/320444	0,16206
64169	51931/271879	0,19101
64170	51931/270313	0,19211
64171	51931/277723	0,18699
64172	51931/278827	0,18625
64173	51931/270117	0,19225
64174	51931/272121	0,19084
64175	51931/320444	0,16206
64176	51931/271607	0,19120
64177	51931/271344	0,19138
64178	51931/271588	0,19121
64179	51931/270342	0,19209
64180	51931/270050	0,19230
64181	51931/270141	0,19224
64182	51931/322080	0,16124
64183	51931/278062	0,18676
64184	51931/270175	0,19221
64185	51931/322082	0,16124
64186	51931/278065	0,18676
64187	51931/271244	0,19145
64188	51931/322082	0,16124
64189	51931/270172	0,19221
64190	51931/270176	0,19221
64191	51931/271245	0,19145
64192	51931/322082	0,16124
64193	51931/278063	0,18676
64194	51931/278062	0,18676
64195	51931/271239	0,19146
64196	51931/270176	0,19221
64197	51931/278066	0,18676
64198	51931/278058	0,18676
64199	51931/271239	0,19146
64200	51931/322088	0,16123
64201	51931/270163	0,19222
64202	51931/278072	0,18675
64203	51931/278062	0,18676
64204	51931/270170	0,19222
64206	51931/337910	0,15368
64207	51931/430569	0,12061
64208	51931/429794	0,12083
64209	51931/396541	0,13096
64210	51931/395688	0,13124
64211	51931/429664	0,12086
64212	51931/395890	0,13118
64213	51931/396168	0,13108
64214	51931/397742	0,13056
64215	51931/396150	0,13109
64216	51931/430086	0,12075
64217	51931/445629	0,11653
64218	51931/395674	0,13125
64219	51931/396570	0,13095
64220	51931/396769	0,13088
64221	51931/395674	0,13125
64222	51931/395683	0,13124
64223	51931/395770	0,13122
64224	51931/430567	0,12061
64225	51931/396138	0,13109
64226	51931/397229	0,13073
64227	51931/429812	0,12082
64228	51931/395743	0,13122
64229	51931/396784	0,13088
64230	51931/396561	0,13095
64231	51931/396653	0,13092
64232	51931/395669	0,13125
64233	51931/396578	0,13095
64234	51931/396749	0,13089
64235	51931/396745	0,13089
64236	51931/430907	0,12052
64237	51931/396800	0,13087
64239	51931/396587	0,13094
64240	51931/445629	0,11653
64241	51931/397760	0,13056
64242	51931/395878	0,13118
64243	51931/395680	0,13124
64244	51931/396710	0,13090
64245	51931/396668	0,13092
64246	51931/397225	0,13073
64247	51931/395937	0,13116
64249	51931/431062	0,12047
64251	51931/396914	0,13084
64252	51931/395936	0,13116
64253	51931/431065	0,12047
64254	51931/430711	0,12057
64255	51931/431068	0,12047
64257	51931/396729	0,13090
64258	51931/445629	0,11653
64259	51931/430976	0,12050
64260	51931/431530	0,12034
64261	51931/429830	0,12082
64262	51931/396166	0,13108
64263	51931/430641	0,12059
64264	51931/383967	0,13525
64265	51931/396691	0,13091
64266	51931/430695	0,12057
64267	51931/445629	0,11653
64268	51931/431061	0,12047
64269	51931/432646	0,12003
64270	51931/395885	0,13118
64271	51931/430696	0,12057
64272	51931/430790	0,12055
64274	51931/396171	0,13108
64275	51931/445629	0,11653
64276	51931/432569	0,12005
64277	51931/445629	0,11653
64278	51931/430571	0,12061
64279	51931/445629	0,11653
64280	51931/430971	0,12050
64281	51931/395684	0,13124
64282	51931/430652	0,12059
64283	51931/429795	0,12083
64284	51931/430572	0,12061
64285	51931/445629	0,11653
64286	51931/398711	0,13025
64287	51931/445629	0,11653
64288	51931/445629	0,11653
64289	51931/396185	0,13108
64290	51931/445629	0,11653
64291	51931/396583	0,13095
64293	51931/388206	0,13377
64294	51931/388175	0,13378
64295	51931/392179	0,13242
64296	51931/388300	0,13374
64297	51931/396174	0,13108
64298	51931/388303	0,13374
64299	51931/430575	0,12061
64300	51931/395779	0,13121
64301	51931/396393	0,13101
64302	51931/396678	0,13091
64303	51931/388297	0,13374
64304	51931/397589	0,13061
64305	51931/396298	0,13104
64306	51931/445629	0,11653
64308	51931/445629	0,11653
64309	51931/388736	0,13359
64310	51931/431638	0,12031
64311	51931/392204	0,13241
64312	51931/395780	0,13121
64313	51931/387524	0,13401
64314	51931/383938	0,13526
64315	51931/395894	0,13117
64316	51931/387302	0,13408
64317	51931/395767	0,13122
64318	51931/388223	0,13377
64319	51931/387527	0,13401
64320	51931/397166	0,13075
64321	51931/384039	0,13522
64322	51931/385015	0,13488
64323	51931/384252	0,13515
64324	51931/393352	0,13202
64325	51931/431463	0,12036
64326	51931/396815	0,13087
64327	51931/385035	0,13487
64328	51931/395679	0,13125
64329	51931/392179	0,13242
64330	51931/395507	0,13130
64331	51931/384057	0,13522
64333	51931/387312	0,13408
64334	51931/397583	0,13062
64335	51931/395350	0,13135
64336	51931/396868	0,13085
64337	51931/431158	0,12045
64338	51931/384945	0,13490
64339	51931/445629	0,11653
64340	51931/396803	0,13087
64341	51931/396155	0,13109
64342	51931/396240	0,13106
64343	51931/388264	0,13375
64344	51931/434724	0,11946
64345	51931/383907	0,13527
64346	51931/396369	0,13102
64347	51931/395779	0,13121
64348	51931/429674	0,12086
64349	51931/388521	0,13366
64350	51931/395472	0,13131
64351	51931/388266	0,13375
64352	51931/396582	0,13095
64353	51931/395679	0,13125
64354	51931/395782	0,13121
64355	51931/384032	0,13523
64356	51931/387364	0,13406
64357	51931/388176	0,13378
64358	51931/388304	0,13374
64359	51931/388389	0,13371
64360	51931/388367	0,13372
64361	51931/388253	0,13376
64362	51931/388376	0,13371
64363	51931/388314	0,13373
64364	51931/395912	0,13117
64365	51931/387817	0,13391
64366	51931/387117	0,13415
64367	51931/388253	0,13376
64368	51931/383903	0,13527
64370	51931/395885	0,13118
64371	51931/431734	0,12028
64372	51931/430085	0,12075
64373	51931/431563	0,12033
64374	51931/395704	0,13124
64375	51931/387821	0,13390
64376	51931/430037	0,12076
64377	51931/445629	0,11653
64378	51931/395913	0,13117
64379	51931/395894	0,13117
64380	51931/430594	0,12060
64381	51931/434693	0,11947
64382	51931/434835	0,11943
64383	51931/396749	0,13089
64384	51931/445629	0,11653
64385	51931/397071	0,13079
64386	51931/384942	0,13491
64387	51931/397077	0,13078
64388	51931/396691	0,13091
64389	51931/393234	0,13206
64390	51931/385098	0,13485
64391	51931/392482	0,13231
64392	51931/384134	0,13519
64393	51931/395908	0,13117
64394	51931/398724	0,13024
64396	51931/388768	0,13358
64397	51931/384126	0,13519
64398	51931/385021	0,13488
64399	51931/445629	0,11653
64400	51931/394024	0,13180
64401	51931/445629	0,11653
64402	51931/396994	0,13081
64403	51931/431584	0,12033
64404	51931/430039	0,12076
64405	51931/387531	0,13400
64406	51931/440658	0,11785
64407	51931/395779	0,13121
64408	51931/396599	0,13094
64409	51931/429820	0,12082
64410	51931/383325	0,13548
64411	51931/395747	0,13122
64412	51931/395640	0,13126
64413	51931/395693	0,13124
64415	51931/350461	0,14818
64417	51931/349598	0,14854
64418	51931/383984	0,13524
64419	51931/396698	0,13091
64420	51931/430662	0,12058
64421	51931/396655	0,13092
64422	51931/350907	0,14799
64423	51931/396446	0,13099
64425	51931/351321	0,14782
64426	51931/350286	0,14825
64427	51931/387495	0,13402
64428	51931/396627	0,13093
64429	51931/388506	0,13367
64430	51931/351464	0,14776
64431	51931/347215	0,14956
64432	51931/396635	0,13093
64433	51931/396543	0,13096
64434	51931/347143	0,14960
64435	51931/396660	0,13092
64436	51931/397013	0,13080
64437	51931/430039	0,12076
64438	51931/431029	0,12048
64440	51931/396755	0,13089
64441	51931/395869	0,13118
64442	51931/429662	0,12086
64443	51931/387380	0,13406
64444	51931/445629	0,11653
64445	51931/395704	0,13124
64446	51931/396897	0,13084
64447	51931/430568	0,12061
64448	51931/445629	0,11653
64449	51931/396168	0,13108
64450	51931/445629	0,11653
64451	51931/397144	0,13076
64453	51931/445629	0,11653
64454	51931/396872	0,13085
64455	51931/429806	0,12082
64456	51931/397111	0,13077
64457	51931/429814	0,12082
64458	51931/445629	0,11653
64459	51931/396584	0,13095
64460	51931/396795	0,13088
64461	51931/397286	0,13071
64462	51931/397647	0,13060
64463	51931/430628	0,12059
64464	51931/445629	0,11653
64465	51931/395765	0,13122
64466	51931/431500	0,12035
64467	51931/430562	0,12061
64468	51931/395754	0,13122
64469	51931/396703	0,13091
64470	51931/395724	0,13123
64471	51931/431688	0,12030
64472	51931/431485	0,12035
64473	51931/395758	0,13122
64474	51931/396701	0,13091
64475	51931/395916	0,13117
64476	51931/396671	0,13092
64477	51931/395901	0,13117
64478	51931/445629	0,11653
64479	51931/395883	0,13118
64480	51931/397152	0,13076
64481	51931/396154	0,13109
64482	51931/396660	0,13092
64484	51931/445629	0,11653
64485	51931/430556	0,12061
64486	51931/432611	0,12004
64489	51931/395774	0,13121
64490	51931/396583	0,13095
64491	51931/395755	0,13122
64492	51931/396890	0,13084
64493	51931/395763	0,13122
64494	51931/396670	0,13092
64495	51931/396619	0,13093
64496	51931/430678	0,12058
64499	51931/430069	0,12075
64500	51931/431620	0,12032
64501	51931/395816	0,13120
64502	51931/395685	0,13124
64503	51931/395667	0,13125
64504	51931/445629	0,11653
64505	51931/429787	0,12083
64506	51931/396527	0,13096
64507	51931/396801	0,13087
64508	51931/430563	0,12061
64509	51931/431619	0,12032
64510	51931/395904	0,13117
64511	51931/431088	0,12046
64513	51931/395776	0,13121
64514	51931/395765	0,13122
64515	51931/395676	0,13125
64516	51931/395693	0,13124
64517	51931/395750	0,13122
64518	51931/396647	0,13092
64519	51931/395774	0,13121
64520	51931/395674	0,13125
64521	51931/396933	0,13083
64522	51931/396668	0,13092
64523	51931/397229	0,13073
64524	51931/430714	0,12057
64525	51931/396553	0,13096
64526	51931/395686	0,13124
64528	51931/396681	0,13091
64529	51931/430552	0,12061
64530	51931/396569	0,13095
64531	51931/396565	0,13095
64532	51931/396951	0,13082
64534	51931/396700	0,13091
64535	51931/396992	0,13081
64536	51931/397729	0,13057
64537	51931/431499	0,12035
64538	51931/445629	0,11653
64539	51931/396781	0,13088
64540	51931/429657	0,12087
64542	51931/431093	0,12046
64543	51931/397228	0,13073
64545	51931/430094	0,12074
64547	51931/396670	0,13092
64548	51931/396896	0,13084
64549	51931/445629	0,11653
64550	51931/431065	0,12047
64553	51931/395766	0,13122
64555	51931/445629	0,11653
64556	51931/395892	0,13117
64557	51931/387315	0,13408
64558	51931/430732	0,12056
64559	51931/387314	0,13408
64560	51931/397161	0,13076
64561	51931/384794	0,13496
64562	51931/396761	0,13089
64563	51931/429796	0,12083
64565	51931/445629	0,11653
64566	51931/445629	0,11653
64569	51931/396679	0,13091
64570	51931/445629	0,11653
64571	51931/396693	0,13091
64572	51931/445629	0,11653
64573	51931/431668	0,12030
64574	51931/395772	0,13121
64575	51931/429805	0,12082
64576	51931/445629	0,11653
64577	51931/430592	0,12060
64578	51931/445629	0,11653
64579	51931/396579	0,13095
64580	51931/430783	0,12055
64581	51931/429795	0,12083
64582	51931/396166	0,13108
64583	51931/396672	0,13092
64584	51931/445629	0,11653
64586	51931/431059	0,12047
64587	51931/395911	0,13117
64588	51931/429669	0,12086
64589	51931/396147	0,13109
64590	51931/445629	0,11653
64591	51931/395477	0,13131
64592	51931/387380	0,13406
64593	51931/387291	0,13409
64594	51931/445629	0,11653
64595	51931/388287	0,13374
64596	51931/430644	0,12059
64597	51931/396586	0,13095
64598	51931/388303	0,13374
64599	51931/388197	0,13377
64600	51931/445629	0,11653
64601	51931/429824	0,12082
64602	51931/396695	0,13091
64603	51931/387414	0,13405
64605	51931/445629	0,11653
64606	51931/398368	0,13036
64607	51931/388328	0,13373
64608	51931/395776	0,13121
64609	51931/445629	0,11653
64610	51931/445629	0,11653
64611	51931/384988	0,13489
64612	51931/431613	0,12032
64613	51931/387524	0,13401
64614	51931/387267	0,13410
64615	51931/387299	0,13409
64616	51931/388200	0,13377
64617	51931/395767	0,13122
64618	51931/439502	0,11816
64620	51931/430894	0,12052
64621	51931/384127	0,13519
64622	51931/397127	0,13077
64623	51931/385064	0,13486
64624	51931/384031	0,13523
64625	51931/385151	0,13483
64626	51931/392198	0,13241
64627	51931/397430	0,13067
64628	51931/395876	0,13118
64629	51931/384995	0,13489
64630	51931/395769	0,13122
64631	51931/384974	0,13489
64632	51931/396678	0,13091
64633	51931/430576	0,12061
64634	51931/387774	0,13392
64635	51931/395339	0,13136
64636	51931/388337	0,13373
64637	51931/397255	0,13072
64638	51931/388227	0,13376
64639	51931/397087	0,13078
64640	51931/387403	0,13405
64641	51931/445629	0,11653
64642	51931/430069	0,12075
64643	51931/445629	0,11653
64644	51931/395739	0,13123
64645	51931/395768	0,13122
64646	51931/431691	0,12030
64647	51931/396697	0,13091
64648	51931/430099	0,12074
64649	51931/397358	0,13069
64650	51931/396281	0,13105
64651	51931/445629	0,11653
64652	51931/384849	0,13494
64653	51931/387388	0,13405
64654	51931/387395	0,13405
64655	51931/430712	0,12057
64656	51931/445629	0,11653
64657	51931/387325	0,13408
64658	51931/388279	0,13375
64659	51931/396581	0,13095
64660	51931/396577	0,13095
64661	51931/387539	0,13400
64662	51931/384941	0,13491
64663	51931/387309	0,13408
64664	51931/387288	0,13409
64665	51931/388223	0,13377
64666	51931/430666	0,12058
64667	51931/388302	0,13374
64668	51931/397248	0,13073
64669	51931/388806	0,13357
64670	51931/395724	0,13123
64671	51931/388378	0,13371
64672	51931/388666	0,13361
64674	51931/445629	0,11653
64675	51931/395934	0,13116
64676	51931/388713	0,13360
64677	51931/388017	0,13384
64678	51931/388118	0,13380
64679	51931/384773	0,13497
64680	51931/395762	0,13122
64681	51931/387401	0,13405
64682	51931/396181	0,13108
64684	51931/396326	0,13103
64685	51931/430722	0,12057
64686	51931/388717	0,13360
64687	51931/431461	0,12036
64688	51931/396884	0,13085
64689	51931/396658	0,13092
64690	51931/396599	0,13094
64691	51931/395761	0,13122
64692	51931/445629	0,11653
64693	51931/388502	0,13367
64694	51931/396904	0,13084
64695	51931/396708	0,13090
64696	51931/432604	0,12004
64697	51931/384949	0,13490
64698	51931/445629	0,11653
64699	51931/396691	0,13091
64700	51931/445629	0,11653
64701	51931/384209	0,13516
64702	51931/393382	0,13201
64703	51931/385180	0,13482
64704	51931/396806	0,13087
64706	51931/445629	0,11653
64708	51931/385024	0,13488
64709	51931/385021	0,13488
64710	51931/445629	0,11653
64711	51931/430794	0,12055
64712	51931/431675	0,12030
64713	51931/430796	0,12055
64714	51931/445629	0,11653
64715	51931/432485	0,12008
64716	51931/398713	0,13025
64717	51931/388431	0,13369
64718	51931/432705	0,12001
64719	51931/395693	0,13124
64720	51931/431058	0,12047
64721	51931/430704	0,12057
64722	51931/395878	0,13118
64723	51931/383486	0,13542
64724	51931/396662	0,13092
64725	51931/395602	0,13127
64726	51931/445629	0,11653
64727	51931/430296	0,12069
64728	51931/351183	0,14787
64729	51931/350292	0,14825
64730	51931/351580	0,14771
64732	51931/395567	0,13128
64733	51931/430050	0,12076
64734	51931/395674	0,13125
64735	51931/395451	0,13132
64736	51931/350147	0,14831
64737	51931/397135	0,13076
64738	51931/387354	0,13407
64739	51931/350321	0,14824
64740	51931/396665	0,13092
64741	51931/387357	0,13406
